REF_AREA,Reference area,MEDICAL_TECH,Medical technology,TIME_PERIOD,OBS_VALUE
HUN,Hungary,MRI,Magnetic resonance imaging (MRI) units,2004,2.57
HUN,Hungary,MRI,Magnetic resonance imaging (MRI) units,2003,2.57
HUN,Hungary,MRI,Magnetic resonance imaging (MRI) units,2002,2.26
HUN,Hungary,MRI,Magnetic resonance imaging (MRI) units,2001,1.96
HUN,Hungary,MRI,Magnetic resonance imaging (MRI) units,2000,1.76
HUN,Hungary,MRI,Magnetic resonance imaging (MRI) units,1999,1.47
HUN,Hungary,MRI,Magnetic resonance imaging (MRI) units,1998,1.46
ISL,Iceland,GAMMA,Gamma cameras,2014,6.12
ISL,Iceland,GAMMA,Gamma cameras,2013,6.17
ISL,Iceland,GAMMA,Gamma cameras,2012,6.23
ISL,Iceland,RT,Radiation therapy equipment,1985,16.6
ISL,Iceland,RT,Radiation therapy equipment,1984,16.67
ISL,Iceland,RT,Radiation therapy equipment,1983,16.88
ISL,Iceland,RT,Radiation therapy equipment,1982,17.09
ISL,Iceland,RT,Radiation therapy equipment,1981,17.32
ISL,Iceland,RT,Radiation therapy equipment,1980,17.54
ISL,Iceland,RT,Radiation therapy equipment,1999,14.44
ISL,Iceland,RT,Radiation therapy equipment,1998,14.6
ISL,Iceland,RT,Radiation therapy equipment,1997,14.76
ISL,Iceland,RT,Radiation therapy equipment,1996,14.87
ISL,Iceland,RT,Radiation therapy equipment,1995,14.98
ISL,Iceland,RT,Radiation therapy equipment,1994,15.04
ISL,Iceland,RT,Radiation therapy equipment,1993,15.15
ISL,Iceland,RT,Radiation therapy equipment,1992,15.33
ISL,Iceland,RT,Radiation therapy equipment,1991,19.38
ISL,Iceland,RT,Radiation therapy equipment,1990,23.53
ISL,Iceland,RT,Radiation therapy equipment,1989,27.67
ISL,Iceland,RT,Radiation therapy equipment,1988,28
ISL,Iceland,RT,Radiation therapy equipment,1987,24.39
ISL,Iceland,RT,Radiation therapy equipment,1986,20.58
ISL,Iceland,MAMM,Mammographs,1988,12
ISL,Iceland,MAMM,Mammographs,1987,8.13
ISL,Iceland,MAMM,Mammographs,1986,4.12
ISL,Iceland,MAMM,Mammographs,1985,4.15
ISL,Iceland,MAMM,Mammographs,1984,4.17
ISL,Iceland,MAMM,Mammographs,1983,4.22
ISL,Iceland,MAMM,Mammographs,1982,4.27
ISL,Iceland,MAMM,Mammographs,1981,4.33
ISL,Iceland,MAMM,Mammographs,1980,4.39
ISL,Iceland,RT,Radiation therapy equipment,2023,7.83
ISL,Iceland,RT,Radiation therapy equipment,2020,8.2
ISL,Iceland,RT,Radiation therapy equipment,2019,8.31
ISL,Iceland,RT,Radiation therapy equipment,2018,8.5
ISL,Iceland,RT,Radiation therapy equipment,2017,8.75
ISL,Iceland,RT,Radiation therapy equipment,2016,8.96
ISL,Iceland,RT,Radiation therapy equipment,2015,9.06
ISL,Iceland,RT,Radiation therapy equipment,2014,9.17
ISL,Iceland,RT,Radiation therapy equipment,2013,9.26
ISL,Iceland,RT,Radiation therapy equipment,2012,12.46
ISL,Iceland,RT,Radiation therapy equipment,2011,12.54
ISL,Iceland,RT,Radiation therapy equipment,2010,12.58
ISL,Iceland,RT,Radiation therapy equipment,2009,12.54
ISL,Iceland,RT,Radiation therapy equipment,2008,12.62
ISL,Iceland,RT,Radiation therapy equipment,2007,12.82
ISL,Iceland,RT,Radiation therapy equipment,2006,13.16
ISL,Iceland,RT,Radiation therapy equipment,2005,13.47
ISL,Iceland,RT,Radiation therapy equipment,2004,13.7
ISL,Iceland,RT,Radiation therapy equipment,2003,13.79
ISL,Iceland,RT,Radiation therapy equipment,2002,13.89
ISL,Iceland,RT,Radiation therapy equipment,2001,14.04
ISL,Iceland,RT,Radiation therapy equipment,2000,14.23
ISL,Iceland,GAMMA,Gamma cameras,2011,6.27
ISL,Iceland,GAMMA,Gamma cameras,2010,12.58
ISL,Iceland,GAMMA,Gamma cameras,2009,12.54
ISL,Iceland,GAMMA,Gamma cameras,2008,12.62
ISL,Iceland,GAMMA,Gamma cameras,2007,12.82
ISL,Iceland,GAMMA,Gamma cameras,2006,13.16
ISL,Iceland,GAMMA,Gamma cameras,2005,13.47
ISL,Iceland,GAMMA,Gamma cameras,2004,13.7
ISL,Iceland,GAMMA,Gamma cameras,2003,13.79
ISL,Iceland,GAMMA,Gamma cameras,2002,13.89
ISL,Iceland,GAMMA,Gamma cameras,2001,14.04
ISL,Iceland,GAMMA,Gamma cameras,2000,14.23
ISL,Iceland,PET_SCAN,Positron emission tomography (PET) scanners,2023,2.61
ISL,Iceland,PET_SCAN,Positron emission tomography (PET) scanners,2020,2.73
ISL,Iceland,PET_SCAN,Positron emission tomography (PET) scanners,2019,2.77
ISL,Iceland,PET_SCAN,Positron emission tomography (PET) scanners,2018,2.83
ISL,Iceland,PET_SCAN,Positron emission tomography (PET) scanners,2017,0
ISL,Iceland,PET_SCAN,Positron emission tomography (PET) scanners,2016,0
ISL,Iceland,PET_SCAN,Positron emission tomography (PET) scanners,2015,0
ISL,Iceland,PET_SCAN,Positron emission tomography (PET) scanners,2014,0
ISL,Iceland,PET_SCAN,Positron emission tomography (PET) scanners,2013,0
ISL,Iceland,PET_SCAN,Positron emission tomography (PET) scanners,2012,0
ISL,Iceland,PET_SCAN,Positron emission tomography (PET) scanners,2011,0
ISL,Iceland,PET_SCAN,Positron emission tomography (PET) scanners,2010,0
ISL,Iceland,PET_SCAN,Positron emission tomography (PET) scanners,2009,0
ISL,Iceland,PET_SCAN,Positron emission tomography (PET) scanners,2008,0
ISL,Iceland,PET_SCAN,Positron emission tomography (PET) scanners,2007,0
ISL,Iceland,PET_SCAN,Positron emission tomography (PET) scanners,2006,0
ISL,Iceland,PET_SCAN,Positron emission tomography (PET) scanners,2005,0
ISL,Iceland,PET_SCAN,Positron emission tomography (PET) scanners,2004,0
ISL,Iceland,PET_SCAN,Positron emission tomography (PET) scanners,2003,0
ISL,Iceland,PET_SCAN,Positron emission tomography (PET) scanners,2002,0
ISL,Iceland,PET_SCAN,Positron emission tomography (PET) scanners,2001,0
ISL,Iceland,PET_SCAN,Positron emission tomography (PET) scanners,2000,0
ISL,Iceland,MAMM,Mammographs,2023,13.05
ISL,Iceland,MAMM,Mammographs,2020,16.39
ISL,Iceland,MAMM,Mammographs,2019,16.62
ISL,Iceland,MAMM,Mammographs,2018,17
ISL,Iceland,MAMM,Mammographs,2017,17.49
ISL,Iceland,MAMM,Mammographs,2016,17.91
ISL,Iceland,MAMM,Mammographs,2015,15.11
ISL,Iceland,MAMM,Mammographs,2014,15.29
ISL,Iceland,MAMM,Mammographs,2013,15.43
ISL,Iceland,MAMM,Mammographs,2012,15.58
ISL,Iceland,MAMM,Mammographs,2011,15.67
ISL,Iceland,MAMM,Mammographs,2010,15.72
ISL,Iceland,MAMM,Mammographs,2009,15.67
ISL,Iceland,MAMM,Mammographs,2008,15.77
ISL,Iceland,MAMM,Mammographs,2007,16.03
ISL,Iceland,MAMM,Mammographs,2006,16.45
ISL,Iceland,MAMM,Mammographs,2005,16.84
ISL,Iceland,MAMM,Mammographs,2004,17.12
ISL,Iceland,MAMM,Mammographs,2003,17.24
ISL,Iceland,MAMM,Mammographs,2002,17.36
ISL,Iceland,MAMM,Mammographs,2001,17.54
ISL,Iceland,MAMM,Mammographs,2000,17.79
ISL,Iceland,MAMM,Mammographs,1999,18.05
ISL,Iceland,MAMM,Mammographs,1998,18.25
ISL,Iceland,MAMM,Mammographs,1997,18.45
ISL,Iceland,MAMM,Mammographs,1996,18.59
ISL,Iceland,MAMM,Mammographs,1995,18.73
ISL,Iceland,MAMM,Mammographs,1994,18.8
ISL,Iceland,MAMM,Mammographs,1993,18.94
ISL,Iceland,MAMM,Mammographs,1992,19.16
ISL,Iceland,MAMM,Mammographs,1991,15.5
ISL,Iceland,MAMM,Mammographs,1990,15.69
ISL,Iceland,MAMM,Mammographs,1989,15.81
ISL,Iceland,CT_SCAN,Computed tomography (CT) scanners,2023,44.39
ISL,Iceland,CT_SCAN,Computed tomography (CT) scanners,2020,46.45
ISL,Iceland,CT_SCAN,Computed tomography (CT) scanners,2019,47.09
ISL,Iceland,CT_SCAN,Computed tomography (CT) scanners,2018,48.16
ISL,Iceland,CT_SCAN,Computed tomography (CT) scanners,2017,43.73
ISL,Iceland,CT_SCAN,Computed tomography (CT) scanners,2016,38.81
ISL,Iceland,CT_SCAN,Computed tomography (CT) scanners,2015,39.27
ISL,Iceland,CT_SCAN,Computed tomography (CT) scanners,2014,39.76
ISL,Iceland,CT_SCAN,Computed tomography (CT) scanners,2013,40.12
ISL,Iceland,CT_SCAN,Computed tomography (CT) scanners,2012,40.5
ISL,Iceland,CT_SCAN,Computed tomography (CT) scanners,2011,40.75
ISL,Iceland,CT_SCAN,Computed tomography (CT) scanners,2010,37.74
ISL,Iceland,CT_SCAN,Computed tomography (CT) scanners,2009,34.48
ISL,Iceland,CT_SCAN,Computed tomography (CT) scanners,2008,31.55
ISL,Iceland,CT_SCAN,Computed tomography (CT) scanners,2007,32.05
ISL,Iceland,CT_SCAN,Computed tomography (CT) scanners,2006,26.32
ISL,Iceland,CT_SCAN,Computed tomography (CT) scanners,2005,23.57
ISL,Iceland,CT_SCAN,Computed tomography (CT) scanners,2004,17.12
ISL,Iceland,CT_SCAN,Computed tomography (CT) scanners,2003,20.69
ISL,Iceland,CT_SCAN,Computed tomography (CT) scanners,2002,20.83
ISL,Iceland,CT_SCAN,Computed tomography (CT) scanners,2001,17.54
ISL,Iceland,CT_SCAN,Computed tomography (CT) scanners,2000,21.35
ISL,Iceland,CT_SCAN,Computed tomography (CT) scanners,1999,21.66
ISL,Iceland,CT_SCAN,Computed tomography (CT) scanners,1998,18.25
ISL,Iceland,CT_SCAN,Computed tomography (CT) scanners,1997,14.76
ISL,Iceland,CT_SCAN,Computed tomography (CT) scanners,1996,14.87
ISL,Iceland,CT_SCAN,Computed tomography (CT) scanners,1995,18.73
ISL,Iceland,CT_SCAN,Computed tomography (CT) scanners,1994,18.8
ISL,Iceland,CT_SCAN,Computed tomography (CT) scanners,1993,18.94
ISL,Iceland,CT_SCAN,Computed tomography (CT) scanners,1992,19.16
ISL,Iceland,CT_SCAN,Computed tomography (CT) scanners,1991,15.5
ISL,Iceland,CT_SCAN,Computed tomography (CT) scanners,1990,11.76
ISL,Iceland,CT_SCAN,Computed tomography (CT) scanners,1989,7.91
ISL,Iceland,CT_SCAN,Computed tomography (CT) scanners,1988,8
ISL,Iceland,CT_SCAN,Computed tomography (CT) scanners,1987,8.13
ISL,Iceland,CT_SCAN,Computed tomography (CT) scanners,1986,8.23
ISL,Iceland,CT_SCAN,Computed tomography (CT) scanners,1985,8.3
ISL,Iceland,CT_SCAN,Computed tomography (CT) scanners,1984,8.33
ISL,Iceland,CT_SCAN,Computed tomography (CT) scanners,1983,8.44
ISL,Iceland,CT_SCAN,Computed tomography (CT) scanners,1982,8.55
ISL,Iceland,CT_SCAN,Computed tomography (CT) scanners,1981,4.33
ISL,Iceland,MRI,Magnetic resonance imaging (MRI) units,2023,23.5
ISL,Iceland,MRI,Magnetic resonance imaging (MRI) units,2020,19.13
ISL,Iceland,MRI,Magnetic resonance imaging (MRI) units,2019,19.39
ISL,Iceland,MRI,Magnetic resonance imaging (MRI) units,2018,19.83
ISL,Iceland,MRI,Magnetic resonance imaging (MRI) units,2017,20.41
ISL,Iceland,MRI,Magnetic resonance imaging (MRI) units,2016,20.9
ISL,Iceland,MRI,Magnetic resonance imaging (MRI) units,2015,21.15
ISL,Iceland,MRI,Magnetic resonance imaging (MRI) units,2014,21.41
ISL,Iceland,MRI,Magnetic resonance imaging (MRI) units,2013,21.6
ISL,Iceland,MRI,Magnetic resonance imaging (MRI) units,2012,21.81
ISL,Iceland,MRI,Magnetic resonance imaging (MRI) units,2011,21.94
ISL,Iceland,MRI,Magnetic resonance imaging (MRI) units,2010,22.01
ISL,Iceland,MRI,Magnetic resonance imaging (MRI) units,2009,21.94
ISL,Iceland,MRI,Magnetic resonance imaging (MRI) units,2008,18.93
ISL,Iceland,MRI,Magnetic resonance imaging (MRI) units,2007,19.23
ISL,Iceland,MRI,Magnetic resonance imaging (MRI) units,2006,19.74
ISL,Iceland,MRI,Magnetic resonance imaging (MRI) units,2005,20.2
ISL,Iceland,MRI,Magnetic resonance imaging (MRI) units,2004,20.55
ISL,Iceland,MRI,Magnetic resonance imaging (MRI) units,2003,17.24
ISL,Iceland,MRI,Magnetic resonance imaging (MRI) units,2002,17.36
ISL,Iceland,MRI,Magnetic resonance imaging (MRI) units,2001,14.04
ISL,Iceland,MRI,Magnetic resonance imaging (MRI) units,2000,10.68
ISL,Iceland,MRI,Magnetic resonance imaging (MRI) units,1999,7.22
ISL,Iceland,MRI,Magnetic resonance imaging (MRI) units,1998,7.3
ISL,Iceland,MRI,Magnetic resonance imaging (MRI) units,1997,7.38
ISL,Iceland,MRI,Magnetic resonance imaging (MRI) units,1996,7.43
ISL,Iceland,MRI,Magnetic resonance imaging (MRI) units,1995,7.49
ISL,Iceland,MRI,Magnetic resonance imaging (MRI) units,1994,3.76
ISL,Iceland,MRI,Magnetic resonance imaging (MRI) units,1993,3.79
ISL,Iceland,MRI,Magnetic resonance imaging (MRI) units,1992,3.83
ISL,Iceland,MRI,Magnetic resonance imaging (MRI) units,1991,3.88
ISL,Iceland,MRI,Magnetic resonance imaging (MRI) units,1990,3.92
ISL,Iceland,GAMMA,Gamma cameras,2023,5.22
ISL,Iceland,GAMMA,Gamma cameras,2020,8.2
ISL,Iceland,GAMMA,Gamma cameras,2019,8.31
ISL,Iceland,GAMMA,Gamma cameras,2018,8.5
ISL,Iceland,GAMMA,Gamma cameras,2017,8.75
ISL,Iceland,GAMMA,Gamma cameras,2016,8.96
ISL,Iceland,GAMMA,Gamma cameras,2015,9.06
IRL,Ireland,GAMMA,Gamma cameras,2021,5.79
IRL,Ireland,GAMMA,Gamma cameras,2020,5.83
IRL,Ireland,MRI,Magnetic resonance imaging (MRI) units,2011,13.11
IRL,Ireland,MRI,Magnetic resonance imaging (MRI) units,2010,12.29
IRL,Ireland,MRI,Magnetic resonance imaging (MRI) units,2009,11.69
IRL,Ireland,MRI,Magnetic resonance imaging (MRI) units,2008,8.92
IRL,Ireland,MRI,Magnetic resonance imaging (MRI) units,2007,8.46
IRL,Ireland,MRI,Magnetic resonance imaging (MRI) units,2006,8.03
IRL,Ireland,CT_SCAN,Computed tomography (CT) scanners,1990,4.28
IRL,Ireland,CT_SCAN,Computed tomography (CT) scanners,1986,3.39
IRL,Ireland,MRI,Magnetic resonance imaging (MRI) units,2023,17.12
IRL,Ireland,MRI,Magnetic resonance imaging (MRI) units,2022,17.06
IRL,Ireland,MRI,Magnetic resonance imaging (MRI) units,2021,15.57
IRL,Ireland,MRI,Magnetic resonance imaging (MRI) units,2020,15.67
IRL,Ireland,MRI,Magnetic resonance imaging (MRI) units,2019,15.85
IRL,Ireland,MRI,Magnetic resonance imaging (MRI) units,2018,16.06
IRL,Ireland,MRI,Magnetic resonance imaging (MRI) units,2017,15.23
IRL,Ireland,MRI,Magnetic resonance imaging (MRI) units,2016,14.77
IRL,Ireland,MRI,Magnetic resonance imaging (MRI) units,2015,14.08
IRL,Ireland,MRI,Magnetic resonance imaging (MRI) units,2014,13.35
IRL,Ireland,MRI,Magnetic resonance imaging (MRI) units,2013,13.22
IRL,Ireland,MRI,Magnetic resonance imaging (MRI) units,2012,12.41
IRL,Ireland,GAMMA,Gamma cameras,2019,5.89
IRL,Ireland,GAMMA,Gamma cameras,2018,4.74
IRL,Ireland,GAMMA,Gamma cameras,2017,5.84
IRL,Ireland,GAMMA,Gamma cameras,2016,5.91
IRL,Ireland,GAMMA,Gamma cameras,2015,5.97
IRL,Ireland,GAMMA,Gamma cameras,2014,6.24
IRL,Ireland,GAMMA,Gamma cameras,2013,6.5
IRL,Ireland,GAMMA,Gamma cameras,2012,6.53
IRL,Ireland,GAMMA,Gamma cameras,2011,6.34
IRL,Ireland,GAMMA,Gamma cameras,2010,6.37
IRL,Ireland,GAMMA,Gamma cameras,2009,6.4
IRL,Ireland,GAMMA,Gamma cameras,2008,5.35
IRL,Ireland,CT_SCAN,Computed tomography (CT) scanners,2023,19.62
IRL,Ireland,CT_SCAN,Computed tomography (CT) scanners,2022,20
IRL,Ireland,CT_SCAN,Computed tomography (CT) scanners,2021,20.36
IRL,Ireland,CT_SCAN,Computed tomography (CT) scanners,2020,20.29
IRL,Ireland,CT_SCAN,Computed tomography (CT) scanners,2019,21.34
IRL,Ireland,CT_SCAN,Computed tomography (CT) scanners,2018,20.38
IRL,Ireland,CT_SCAN,Computed tomography (CT) scanners,2017,19.2
IRL,Ireland,CT_SCAN,Computed tomography (CT) scanners,2016,17.3
IRL,Ireland,CT_SCAN,Computed tomography (CT) scanners,2015,17.7
IRL,Ireland,CT_SCAN,Computed tomography (CT) scanners,2014,16.58
IRL,Ireland,CT_SCAN,Computed tomography (CT) scanners,2013,17.77
IRL,Ireland,CT_SCAN,Computed tomography (CT) scanners,2012,16.76
IRL,Ireland,CT_SCAN,Computed tomography (CT) scanners,2011,15.74
IRL,Ireland,CT_SCAN,Computed tomography (CT) scanners,2010,15.37
IRL,Ireland,CT_SCAN,Computed tomography (CT) scanners,2009,15
IRL,Ireland,CT_SCAN,Computed tomography (CT) scanners,2008,14.27
IRL,Ireland,CT_SCAN,Computed tomography (CT) scanners,2007,14.17
IRL,Ireland,CT_SCAN,Computed tomography (CT) scanners,2006,12.76
IRL,Ireland,CT_SCAN,Computed tomography (CT) scanners,2005,10.64
IRL,Ireland,RT,Radiation therapy equipment,2023,9.81
IRL,Ireland,RT,Radiation therapy equipment,2022,10
IRL,Ireland,RT,Radiation therapy equipment,2021,9.98
IRL,Ireland,RT,Radiation therapy equipment,2020,10.25
IRL,Ireland,RT,Radiation therapy equipment,2019,9.96
IRL,Ireland,RT,Radiation therapy equipment,2018,10.09
IRL,Ireland,RT,Radiation therapy equipment,2017,11.89
IRL,Ireland,RT,Radiation therapy equipment,2016,9.7
IRL,Ireland,RT,Radiation therapy equipment,2015,9.81
IRL,Ireland,RT,Radiation therapy equipment,2014,9.04
IRL,Ireland,RT,Radiation therapy equipment,2013,9.75
IRL,Ireland,RT,Radiation therapy equipment,2012,10.01
IRL,Ireland,RT,Radiation therapy equipment,2011,9.18
IRL,Ireland,RT,Radiation therapy equipment,2010,8.34
IRL,Ireland,RT,Radiation therapy equipment,2009,8.38
IRL,Ireland,RT,Radiation therapy equipment,2008,8.47
IRL,Ireland,RT,Radiation therapy equipment,2007,8.68
IRL,Ireland,RT,Radiation therapy equipment,2006,8.03
IRL,Ireland,RT,Radiation therapy equipment,2005,7.01
IRL,Ireland,RT,Radiation therapy equipment,1981,1.45
IRL,Ireland,MAMM,Mammographs,2018,16.88
IRL,Ireland,MAMM,Mammographs,2017,16.07
IRL,Ireland,MAMM,Mammographs,2016,13.92
IRL,Ireland,MAMM,Mammographs,2015,14.08
IRL,Ireland,MAMM,Mammographs,2014,13.13
IRL,Ireland,MAMM,Mammographs,2013,13.43
IRL,Ireland,MAMM,Mammographs,2012,13.71
IRL,Ireland,MAMM,Mammographs,2011,13.99
IRL,Ireland,MAMM,Mammographs,2010,14.49
IRL,Ireland,MAMM,Mammographs,2009,13.9
IRL,Ireland,MAMM,Mammographs,2008,14.05
IRL,Ireland,MAMM,Mammographs,2007,14.17
IRL,Ireland,MAMM,Mammographs,2006,13.94
IRL,Ireland,MAMM,Mammographs,2005,12.58
IRL,Ireland,PET_SCAN,Positron emission tomography (PET) scanners,2023,1.73
IRL,Ireland,PET_SCAN,Positron emission tomography (PET) scanners,2022,1.76
IRL,Ireland,PET_SCAN,Positron emission tomography (PET) scanners,2021,1.8
IRL,Ireland,PET_SCAN,Positron emission tomography (PET) scanners,2020,1.81
IRL,Ireland,PET_SCAN,Positron emission tomography (PET) scanners,2019,1.83
IRL,Ireland,PET_SCAN,Positron emission tomography (PET) scanners,2018,1.85
IRL,Ireland,PET_SCAN,Positron emission tomography (PET) scanners,2017,1.88
IRL,Ireland,PET_SCAN,Positron emission tomography (PET) scanners,2016,1.69
IRL,Ireland,PET_SCAN,Positron emission tomography (PET) scanners,2015,1.71
IRL,Ireland,PET_SCAN,Positron emission tomography (PET) scanners,2014,1.72
IRL,Ireland,PET_SCAN,Positron emission tomography (PET) scanners,2013,1.73
IRL,Ireland,PET_SCAN,Positron emission tomography (PET) scanners,2012,1.74
IRL,Ireland,PET_SCAN,Positron emission tomography (PET) scanners,2011,1.53
IRL,Ireland,PET_SCAN,Positron emission tomography (PET) scanners,2010,1.54
IRL,Ireland,PET_SCAN,Positron emission tomography (PET) scanners,2009,1.54
IRL,Ireland,PET_SCAN,Positron emission tomography (PET) scanners,2008,1.56
IRL,Ireland,PET_SCAN,Positron emission tomography (PET) scanners,2007,1.37
IRL,Ireland,GAMMA,Gamma cameras,2023,5.58
ISR,Israel,MAMM,Mammographs,2017,10.79
ISR,Israel,MAMM,Mammographs,2016,9.24
ISR,Israel,PET_SCAN,Positron emission tomography (PET) scanners,2001,0.16
ISR,Israel,PET_SCAN,Positron emission tomography (PET) scanners,2000,0.16
ISR,Israel,PET_SCAN,Positron emission tomography (PET) scanners,1999,0.16
ISR,Israel,PET_SCAN,Positron emission tomography (PET) scanners,1998,0.17
ISR,Israel,PET_SCAN,Positron emission tomography (PET) scanners,1997,0.17
ISR,Israel,PET_SCAN,Positron emission tomography (PET) scanners,1996,0.18
ISR,Israel,PET_SCAN,Positron emission tomography (PET) scanners,2015,1.07
ISR,Israel,PET_SCAN,Positron emission tomography (PET) scanners,2014,1.1
ISR,Israel,PET_SCAN,Positron emission tomography (PET) scanners,2013,1.12
ISR,Israel,PET_SCAN,Positron emission tomography (PET) scanners,2012,0.76
ISR,Israel,PET_SCAN,Positron emission tomography (PET) scanners,2011,0.77
ISR,Israel,PET_SCAN,Positron emission tomography (PET) scanners,2010,0.79
ISR,Israel,PET_SCAN,Positron emission tomography (PET) scanners,2009,0.67
ISR,Israel,PET_SCAN,Positron emission tomography (PET) scanners,2008,0.68
ISR,Israel,PET_SCAN,Positron emission tomography (PET) scanners,2007,0.7
ISR,Israel,PET_SCAN,Positron emission tomography (PET) scanners,2006,0.14
ISR,Israel,PET_SCAN,Positron emission tomography (PET) scanners,2005,0.14
ISR,Israel,PET_SCAN,Positron emission tomography (PET) scanners,2004,0.15
ISR,Israel,PET_SCAN,Positron emission tomography (PET) scanners,2003,0.15
ISR,Israel,PET_SCAN,Positron emission tomography (PET) scanners,2002,0.15
ISR,Israel,GAMMA,Gamma cameras,2017,9.64
ISR,Israel,GAMMA,Gamma cameras,2016,9.95
ISR,Israel,GAMMA,Gamma cameras,2015,9.9
ISR,Israel,GAMMA,Gamma cameras,2014,9.74
ISR,Israel,GAMMA,Gamma cameras,2013,9.55
ISR,Israel,GAMMA,Gamma cameras,2012,9.48
ISR,Israel,GAMMA,Gamma cameras,2011,9.79
ISR,Israel,GAMMA,Gamma cameras,2010,9.97
ISR,Israel,GAMMA,Gamma cameras,2009,10.15
ISR,Israel,GAMMA,Gamma cameras,2008,10.23
ISR,Israel,GAMMA,Gamma cameras,2007,10.17
ISR,Israel,GAMMA,Gamma cameras,2006,9.92
ISR,Israel,GAMMA,Gamma cameras,2005,9.96
ISR,Israel,GAMMA,Gamma cameras,2004,10.13
ISR,Israel,GAMMA,Gamma cameras,2003,10.31
ISR,Israel,GAMMA,Gamma cameras,2002,10.5
ISR,Israel,GAMMA,Gamma cameras,2001,10.72
ISR,Israel,GAMMA,Gamma cameras,2000,10.81
ISR,Israel,GAMMA,Gamma cameras,1999,10.12
ISR,Israel,GAMMA,Gamma cameras,1998,10.72
ISR,Israel,GAMMA,Gamma cameras,1997,10.98
ISR,Israel,GAMMA,Gamma cameras,1996,11.08
ISR,Israel,GAMMA,Gamma cameras,1995,3.79
ISR,Israel,PET_SCAN,Positron emission tomography (PET) scanners,2023,1.85
