REF_AREA,Reference area,MEASURE,Measure,TIME_PERIOD,OBS_VALUE
LTU,Lithuania,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2018,743.5
LTU,Lithuania,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2017,771.6
LTU,Lithuania,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2016,772.9
LTU,Lithuania,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2015,819.9
LTU,Lithuania,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2014,873
LTU,Lithuania,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2013,874.8
LTU,Lithuania,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2012,977
LTU,Lithuania,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2022,553.7
CRI,Costa Rica,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2008,6.2
CRI,Costa Rica,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2007,6.4
CRI,Costa Rica,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2006,7.5
CRI,Costa Rica,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2005,8.8
CRI,Costa Rica,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2004,11.8
CRI,Costa Rica,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2003,11
CRI,Costa Rica,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2002,12.2
CRI,Costa Rica,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2001,10
CRI,Costa Rica,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2000,14.4
CRI,Costa Rica,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2017,10.4
CRI,Costa Rica,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2016,11
CRI,Costa Rica,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2015,9.7
CRI,Costa Rica,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2014,8.9
CRI,Costa Rica,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2013,7.4
CRI,Costa Rica,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2012,8.7
CRI,Costa Rica,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2011,8.2
CRI,Costa Rica,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2010,7.3
CZE,Czechia,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2019,19.9
CZE,Czechia,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2018,19
CZE,Czechia,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2017,20.4
CZE,Czechia,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2016,20.2
CZE,Czechia,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2015,20.1
CZE,Czechia,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2014,20.9
CZE,Czechia,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2013,22.1
CZE,Czechia,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2012,22.2
CZE,Czechia,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2011,24.2
CZE,Czechia,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2010,24.8
CZE,Czechia,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2021,18.4
FRA,France,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2012,4.5
FRA,France,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2011,4.6
FRA,France,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2010,4.8
FRA,France,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2015,4.6
FRA,France,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2014,4.7
CHL,Chile,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2012,145.1
CHL,Chile,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2011,157.6
CHL,Chile,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2010,164.4
CHL,Chile,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2009,179.2
CHL,Chile,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2008,178.4
CHL,Chile,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2007,192
CHL,Chile,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2006,200.3
CHL,Chile,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2005,214.5
CHL,Chile,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2004,223.6
CHL,Chile,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2019,113
CHL,Chile,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2018,117.8
CHL,Chile,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2017,121.2
CHL,Chile,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2016,124.6
CHL,Chile,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2015,133.6
CHL,Chile,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2014,133.8
EST,Estonia,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2018,11.3
EST,Estonia,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2017,9.8
EST,Estonia,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2016,11.8
EST,Estonia,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2021,11.7
EST,Estonia,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2020,10.8
ITA,Italy,ADMRHYPT,Hypertension hospital admission,2009,41.5
ITA,Italy,ADMRHYPT,Hypertension hospital admission,2008,47.3
ITA,Italy,ADMRHYPT,Hypertension hospital admission,2007,54.1
ITA,Italy,ADMRHYPT,Hypertension hospital admission,2006,65.7
ITA,Italy,ADMRHYPT,Hypertension hospital admission,2005,70.1
ITA,Italy,ADMRHYPT,Hypertension hospital admission,2004,76.7
ITA,Italy,ADMRHYPT,Hypertension hospital admission,2003,81.8
ITA,Italy,ADMRHYPT,Hypertension hospital admission,2002,102.8
ITA,Italy,ADMRHYPT,Hypertension hospital admission,2001,120.4
ITA,Italy,ADMRHYPT,Hypertension hospital admission,2021,7.9
ITA,Italy,ADMRHYPT,Hypertension hospital admission,2020,7.6
ITA,Italy,ADMRHYPT,Hypertension hospital admission,2019,12.1
ITA,Italy,ADMRHYPT,Hypertension hospital admission,2018,14
ITA,Italy,ADMRHYPT,Hypertension hospital admission,2017,17.4
ITA,Italy,ADMRHYPT,Hypertension hospital admission,2016,19.4
ITA,Italy,ADMRHYPT,Hypertension hospital admission,2015,22
ITA,Italy,ADMRHYPT,Hypertension hospital admission,2014,26
ITA,Italy,ADMRHYPT,Hypertension hospital admission,2013,29.6
ITA,Italy,ADMRHYPT,Hypertension hospital admission,2012,23.8
ITA,Italy,ADMRHYPT,Hypertension hospital admission,2011,28.7
KOR,Korea,ADMRASTH,Asthma hospital admission,2016,91.4
KOR,Korea,ADMRASTH,Asthma hospital admission,2015,96.4
KOR,Korea,ADMRASTH,Asthma hospital admission,2014,96.2
KOR,Korea,ADMRASTH,Asthma hospital admission,2013,99.7
KOR,Korea,ADMRASTH,Asthma hospital admission,2012,111.1
KOR,Korea,ADMRASTH,Asthma hospital admission,2011,104.2
KOR,Korea,ADMRASTH,Asthma hospital admission,2010,106.1
KOR,Korea,ADMRASTH,Asthma hospital admission,2009,113.1
KOR,Korea,ADMRASTH,Asthma hospital admission,2008,120.6
KOR,Korea,ADMRASTH,Asthma hospital admission,2021,31.4
KOR,Korea,ADMRASTH,Asthma hospital admission,2020,40.6
KOR,Korea,ADMRASTH,Asthma hospital admission,2019,68.5
KOR,Korea,ADMRASTH,Asthma hospital admission,2018,79
ITA,Italy,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2009,141.5
ITA,Italy,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2008,156.9
ITA,Italy,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2007,172.7
ITA,Italy,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2006,185.5
ITA,Italy,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2005,221.2
ITA,Italy,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2004,222.4
ITA,Italy,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2003,243.8
ITA,Italy,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2002,249.9
ITA,Italy,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2001,263.3
ITA,Italy,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2021,23
ITA,Italy,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2020,24.2
ITA,Italy,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2019,50.8
ITA,Italy,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2018,49.8
ITA,Italy,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2017,68.2
ITA,Italy,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2016,62.1
ITA,Italy,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2015,68.7
ITA,Italy,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2014,74.9
ITA,Italy,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2013,84.6
ITA,Italy,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2012,98.1
ITA,Italy,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2011,108.7
SVK,Slovak Republic,ADMRASTH,Asthma hospital admission,2017,85.6
SVK,Slovak Republic,ADMRASTH,Asthma hospital admission,2016,86.7
SVK,Slovak Republic,ADMRASTH,Asthma hospital admission,2015,96.4
SVK,Slovak Republic,ADMRASTH,Asthma hospital admission,2014,100.7
SVK,Slovak Republic,ADMRASTH,Asthma hospital admission,2013,103.8
SVK,Slovak Republic,ADMRASTH,Asthma hospital admission,2012,113.8
SVK,Slovak Republic,ADMRASTH,Asthma hospital admission,2011,157.1
SVK,Slovak Republic,ADMRASTH,Asthma hospital admission,2010,183.8
SVK,Slovak Republic,ADMRASTH,Asthma hospital admission,2009,165.1
SVK,Slovak Republic,ADMRASTH,Asthma hospital admission,2021,32.5
SVK,Slovak Republic,ADMRASTH,Asthma hospital admission,2020,47.4
SVK,Slovak Republic,ADMRASTH,Asthma hospital admission,2019,75.9
SVN,Slovenia,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2017,136.6
SVN,Slovenia,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2016,140.9
SVN,Slovenia,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2015,155.8
SVN,Slovenia,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2014,151
SVN,Slovenia,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2013,155.3
SVN,Slovenia,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2012,155.5
SVN,Slovenia,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2011,155
SVN,Slovenia,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2010,162.3
SVN,Slovenia,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2009,166.5
SVN,Slovenia,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2021,75.8
SVN,Slovenia,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2020,75
SVN,Slovenia,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2019,126.8
CRI,Costa Rica,ADMRASTH,Asthma hospital admission,2008,42.3
CRI,Costa Rica,ADMRASTH,Asthma hospital admission,2007,50.5
CRI,Costa Rica,ADMRASTH,Asthma hospital admission,2006,51
CRI,Costa Rica,ADMRASTH,Asthma hospital admission,2005,53.7
CRI,Costa Rica,ADMRASTH,Asthma hospital admission,2004,71.6
CRI,Costa Rica,ADMRASTH,Asthma hospital admission,2003,78.7
CRI,Costa Rica,ADMRASTH,Asthma hospital admission,2002,70
CRI,Costa Rica,ADMRASTH,Asthma hospital admission,2001,74.7
CRI,Costa Rica,ADMRASTH,Asthma hospital admission,2000,75.7
CRI,Costa Rica,ADMRASTH,Asthma hospital admission,2022,13
CRI,Costa Rica,ADMRASTH,Asthma hospital admission,2017,27.8
CRI,Costa Rica,ADMRASTH,Asthma hospital admission,2016,30.1
CRI,Costa Rica,ADMRASTH,Asthma hospital admission,2015,27.3
CRI,Costa Rica,ADMRASTH,Asthma hospital admission,2014,29.2
CRI,Costa Rica,ADMRASTH,Asthma hospital admission,2013,32.4
CRI,Costa Rica,ADMRASTH,Asthma hospital admission,2012,34.8
CRI,Costa Rica,ADMRASTH,Asthma hospital admission,2011,34.1
CRI,Costa Rica,ADMRASTH,Asthma hospital admission,2010,40.9
MLT,Malta,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2016,244.6
MLT,Malta,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2015,243.5
MLT,Malta,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2014,233.2
GBR,United Kingdom,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2019,3.1
GBR,United Kingdom,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2018,3.2
GBR,United Kingdom,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2017,3.1
GBR,United Kingdom,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2016,3.3
GBR,United Kingdom,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2015,3
GBR,United Kingdom,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2014,3
GBR,United Kingdom,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2013,3.1
GBR,United Kingdom,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2012,2.7
GBR,United Kingdom,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2011,2.9
GBR,United Kingdom,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2021,7
AUS,Australia,ADMRDBUC,Diabetes hospital admission,2019,159
AUS,Australia,ADMRDBUC,Diabetes hospital admission,2018,162.1
AUS,Australia,ADMRDBUC,Diabetes hospital admission,2017,153.6
AUS,Australia,ADMRDBUC,Diabetes hospital admission,2016,148.8
AUS,Australia,ADMRDBUC,Diabetes hospital admission,2015,148
AUS,Australia,ADMRDBUC,Diabetes hospital admission,2014,146.4
AUS,Australia,ADMRDBUC,Diabetes hospital admission,2013,140.8
AUS,Australia,ADMRDBUC,Diabetes hospital admission,2012,144.3
AUS,Australia,ADMRDBUC,Diabetes hospital admission,2011,137.3
ISL,Iceland,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2006,4.1
ISL,Iceland,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2022,0.6
ISL,Iceland,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2021,0.6
ISL,Iceland,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2005,2.1
ISL,Iceland,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2004,1
ISL,Iceland,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2003,1.1
ISL,Iceland,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2002,1.7
ISL,Iceland,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2001,2
ISL,Iceland,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2000,2.7
ISL,Iceland,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2020,0.7
ISL,Iceland,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2019,1.7
ISL,Iceland,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2018,1.4
ISL,Iceland,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2017,1.6
ISL,Iceland,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2016,0.4
ISL,Iceland,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2015,0.8
ISL,Iceland,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2014,1.4
ISL,Iceland,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2013,0.8
ISL,Iceland,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2012,1.3
